BKG_NO,SHIPPER_CODE,POR,POL,CONSIGNEE_CODE,POD,DEL,HS_CODE,CM_DESCRIPTION_ORIGINAL,CM_DESCRIPTION_PROCESSED,CM_DESCRIPTION_VERIFIED,CM_DESCRIPTION_OPTIONAL_USER_INPUT
BKKAD9673600,TH104004,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",DO100359,"CAUCEDO, DOMINICAN REPUBLIC",CAUCEDO,401120,"1X40'HQ SHIPPER'S LOAD AND COUNT:-

(272 SETS & 100 PIECES)
LIGHT TRUCK TYRES,
TRUCK & BUS TYRES
INVOICE NO.B-88000
H.S.CODE : 4011.20.00,4011.20.90

""FREIGHT COLLECT"" LOADING DATE : 17/08/2020","LIGHT TRUCK TYRES,
TRUCK & BUS TYRES
INVOICE NO.B-88000",TYRES,TYRES
BKKAE2204400,TH101702,"BANGKOK PORT, THAILAND","BANGKOK PORT, THAILAND",VN100148,"HAIPHONG PORT, VIETNAM","HAIPHONG PORT, VIETNAM",841510,"MHI AIR CONDITIONERS -
KXZ SERIES & PAC
CONTRACT: NO. 0506 / VLK-HATECH
DATED JUNE 05, 2020 / VC3136(A)
H.S. CODE.841510
N.W. 35,651.000 KGS.","MHI AIR CONDITIONERS
KXZ SERIES & PAC
CONTRACT: NO. 0506 / VLK-HATECH
DATED JUNE 05, 2020 / VC3136(A)",AIR CONDITIONERS,AIR CONDITIONERS
BKKAD9767300,TH209871,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",US130469,"Long Beach, California","Cleveland, OH, United States",391740,"PLUMBING SUPPLIES
PO#00197263/00197264

3917.40","PLUMBING SUPPLIES
PO#00197263/00197264

3917.40",PLUMBING SUPPLIES,PLUMBING SUPPLIES
LCBA14880800,TH504729,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",JP504052,"TOKYO ,JAPAN","TOKYO ,JAPAN",850980,"""SHIPPER'S LOAD AND COUNT""
SAID TO CONTAIN

""WASHLET""
TCF2222E#NW1 WASHLET (W232022301)

""SEMI-PRODUCT"" ( FOR WASHLET )
D98152Z SEMI-PRODUCT (W232022600)

INVOICE NO. 3000420715

HS CODE : 8509.80
HS CODE : 8509.90","WASHLET""
TCF2222E#NW1 WASHLET (W232022301)
SEMI-PRODUCT"" ( FOR WASHLET )
D98152Z SEMI-PRODUCT (W232022600)
INVOICE NO. 3000420715",WASHLET,WASHLET
LCBA14880800,TH504729,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",JP504052,"TOKYO ,JAPAN","TOKYO ,JAPAN",850980,"""SHIPPER'S LOAD AND COUNT""
SAID TO CONTAIN

""WASHLET""
TCF2222E#NW1 WASHLET (W232022301)

""SEMI-PRODUCT"" ( FOR WASHLET )
D98152Z SEMI-PRODUCT (W232022600)

INVOICE NO. 3000420715

HS CODE : 8509.80
HS CODE : 8509.90","WASHLET""
TCF2222E#NW1 WASHLET (W232022301)
SEMI-PRODUCT"" ( FOR WASHLET )
D98152Z SEMI-PRODUCT (W232022600)
INVOICE NO. 3000420715",WASHLET,WASHLET
BKKAE3120900,TH102664,BANGKOK,"LAEMCHABANG PORT, THAILAND.",PK105651,"KARACHI PORT, PAKISTAN.",KARACHI,392350,"""FREIGHT COLLECT""
521 CARTONS
GROSS WEIGHT : 4,094.34 KGS

(29.33 CBM)
L/C NO. 5340601081 DD.02/07/2020
AND HSC NO (S) . 3923.5000
CAP 100ML VASELINE DEEP RESTORE
CAP 100ML VASELINE COCOA GLOW
CAP 100ML VASELINE HW
CAP 200ML VASELINE HW
CAP 200ML VASELINE HW
CAP 200ML VASELINE DEEP RESTORE
(AS PER INVOICE NO. 2020/249 DD. 03/08/2020)

COUNTRY OF ORIGIN THAILAND
C/NO. 1 - 521
NET WEIGHT : 3,642.30 KGS
( SAY : FIVE HUNDRED TWENTY ONE CARTONS ONLY )

APPLICANT NTN NO. 0912725-9
21 DAYS CONTAINER DETENTION FREE TIME
AT DESTINATION","L/C NO. 5340601081 DD.02/07/2020
AND HSC NO (S) . 3923.5000
CAP 100ML VASELINE DEEP RESTORE
CAP 100ML VASELINE COCOA GLOW
CAP 100ML VASELINE HW
CAP 200ML VASELINE HW
CAP 200ML VASELINE HW
CAP 200ML VASELINE DEEP RESTORE
(AS PER INVOICE NO. 2020/249 DD.
03/08/2020)
COUNTRY OF ORIGIN THAILAND
C/NO. 1 - 521
( SAY : FIVE HUNDRED TWENTY ONE
CARTONS ONLY )
APPLICANT NTN NO. 0912725-9
21 DAYS CONTAINER DETENTION FREE
TIME
AT DESTINATION",COCOA GLOW,COCOA GLOW
BKKAE8042300,TH102837,LAEM CHABANG,LAEM CHABANG,US108906,"LONG BEACH, CA","CHICAGO,IL,USA",,"COPPER TUBE
117 PACKAGES = 117 PALLETS

S/C NO. SHA0008N20
SCAC CODE : CWLR

ACTUAL SHIPPER :
LOYAL HAILIANG ( DON' T SHOW ON BL )

***PLEASE SEAWAY BILL***
***FREIGHT PREPAID AT HONGKONG***
( TOTAL : )","COPPER TUBE
S/C NO. SHA0008N20
ACTUAL SHIPPER :
LOYAL HAILIANG ( DON' T SHOW ON
BL )
*PLEASE
( TOTAL : )",COPPER TUBE,COPPER TUBE
BKKAE8042300,TH102837,LAEM CHABANG,LAEM CHABANG,US108906,"LONG BEACH, CA","CHICAGO,IL,USA",,"COPPER TUBE
117 PACKAGES = 117 PALLETS

S/C NO. SHA0008N20
SCAC CODE : CWLR

ACTUAL SHIPPER :
LOYAL HAILIANG ( DON' T SHOW ON BL )

***PLEASE SEAWAY BILL***
***FREIGHT PREPAID AT HONGKONG***
( TOTAL : )","COPPER TUBE
S/C NO. SHA0008N20
ACTUAL SHIPPER :
LOYAL HAILIANG ( DON' T SHOW ON
BL )
*PLEASE
( TOTAL : )",COPPER TUBE,COPPER TUBE
BKKAE8042300,TH102837,LAEM CHABANG,LAEM CHABANG,US108906,"LONG BEACH, CA","CHICAGO,IL,USA",,"COPPER TUBE
117 PACKAGES = 117 PALLETS

S/C NO. SHA0008N20
SCAC CODE : CWLR

ACTUAL SHIPPER :
LOYAL HAILIANG ( DON' T SHOW ON BL )

***PLEASE SEAWAY BILL***
***FREIGHT PREPAID AT HONGKONG***
( TOTAL : )","COPPER TUBE
S/C NO. SHA0008N20
ACTUAL SHIPPER :
LOYAL HAILIANG ( DON' T SHOW ON
BL )
*PLEASE
( TOTAL : )",COPPER TUBE,COPPER TUBE
BKKAD4518600,TH105724,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",PH100710,"MANILA NORTH,PHILIPPINES","MANILA NORTH,PHILIPPINES",390690,"""2X20'ISOTANK CONTAINER S.T.C.""
""SHIPPER'S LOAD & COUNT""
PRIMAL (TM) AC-6502 ACRYLIC
EMULSION

ECC ORDER NO.4005321499/37053565
N.W. 44,450.00 KGS.

EXPORTER'S HS CODE : 390690
DESTINATION HS CODE : 390690

IN THE EVENT OF AN EMERGENCY
PLEASE CONTACT THE EMERGENCY
DISPATCH CENTER NUMBER 66-38-
925400
""FREIGHT PREPAID""","PRIMAL (TM) AC-6502 ACRYLIC
EMULSION
ECC ORDER NO.4005321499/37053565
EXPORTER'S DESTINATION IN THE
EVENT OF AN EMERGENCY
PLEASE CONTACT THE EMERGENCY
DISPATCH CENTER NUMBER 66-38
925400",ACRYLIC EMULSION,ACRYLIC EMULSION
LCBA15258800,TH303337,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",JP505028,"OSAKA, JAPAN","OSAKA, JAPAN",732690,"SAID TO CONTAIN:-

Details of Goods
15,000 PCS.
FORGING PARTS
Invoice no. EX202000801
Date of Invoice 06/08/2020","DETAILS OF GOODS
FORGING PARTS
INVOICE NO. EX202000801
DATE OF INVOICE 06/08/2020",FORGING PARTS,FORGING PARTS
BKKAD5783400,TH104106,"BANGKOK,THAILAND","LAEM CHABANG, THAILAND",JP106250,"NAGOYA, JAPAN","NAGOYA,JAPAN",392321,"1X20' FCL PLASTIC BAGS
HS.CODE 3923.21
SEAL BY SHIPPER : A121192

AS PER PROFORMA INVOICE NO. 1510007005
ORDER : AENP01B

TRANSPARENT PLASTIC BAGS
""AEON ROLL""
AEON ROLL POLY
SIZE : 0.006x340(230+110)x380MM.
300 PCS / ROLL, 20 ROLLS / CARTON","PLASTIC BAGS
SEAL BY SHIPPER : A121192
AS PER PROFORMA INVOICE NO.
1510007005
ORDER : AENP01B
TRANSPARENT PLASTIC BAGS
AEON ROLL""
AEON ROLL POLY
SIZE : 0.006X340(230+110)X380MM.
ROLL,  / CARTON",PLASTIC BAGS,PLASTIC BAGS
BKKAE9165300,TH103882,LAEM CHABANG,LAEM CHABANG,US206486,"LONG BEACH, CA, USA","DENVER, CO, USA",381590,"1 CYLINDER# B7
CLASS 3, UN 1993, PG II
FLASHPOINT: 7.2'C , 45 F. (ISOPAR E)

FLAMMABLE LIQUIDS, N.O.S.
(TITANIUM CATALYST, IN ALIPHATIC HYDROCARBONS)
INSITE* CATALYST CGC-1301 10% IN ISOPAR E
HTS#: 3815.90 / MATERIAL
(TITANIUM CATALYST, IN ALIPHATIC HYDROCARBONS)
HTS#: 7309.00 / EMPTY TANK (C-430 CYLINDER)

SCAC: MIQO

HBL# MIQOBKK002341

ACTUAL SHIPPER: SIAM POLYETHYLENE CO.,LTD.","CLASS 3, UN 1993, PG II
FLASHPOINT: 7.2'C , 45 F. (ISOPAR
E)
FLAMMABLE LIQUIDS, N.O.S.
(TITANIUM CATALYST, IN ALIPHATIC
HYDROCARBONS)
INSITE* CATALYST CGC-1301 10% IN
ISOPAR E
MATERIAL
(TITANIUM CATALYST, IN ALIPHATIC
HYDROCARBONS)
EMPTY TANK (C
SCAC: MIQO
HBL# MIQOBKK002341
ACTUAL SHIPPER: SIAM POLYETHYLENE
CO.,LTD.","TITANIUM CATALYST, IN ALIPHATIC
HYDROCARBONS","TITANIUM CATALYST, IN ALIPHATIC HYDROCARBONS"
BKKAD7602300,TH103355,LAT KRABANG,LAEM CHABANG,US115591,"LONG BEACH, CA","DENVER, CO",560392,"1 X40Ft ""SHIPPER'S LOAD & COUNT""
168 ROLLS

POLYESTER SPUNBOND FABRIC
EE050 3OW

SCAC CODE: KWEO
AMS NO.: KWEO605140920695
H.S.CODE:5603.9200

FREIGHT PREPAID

Remark actual shipper : THAI UNITIKA SPUNBOND CO.,LTD.
scac code: KWEO
AMS NO. KWEO605140920695
ACI NO.: 8146
H.S CODE: 5603.9200","POLYESTER SPUNBOND FABRIC
EE050 3OW
AMS NO.: KWEO605140920695
REMARK ACTUAL SHIPPER : THAI
UNITIKA SPUNBOND CO.,LTD.
SCAC CODE: KWEO
AMS NO. KWEO605140920695
ACI NO.: 8146",POLYESTER SPUNBOND FABRIC,POLYESTER SPUNBOND FABRIC
BKKAD2549800,TH500150,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",RU100913,"NOVOROSSIYSK, RUSSIA","NOVOROSSIYSK, RUSSIA",,"Measurement

CMB
(1X20')

RUBBER SINGAPORE ACCOUNT","MEASUREMENT

CMB

RUBBER SINGAPORE ACCOUNT",RUBBER,RUBBER
BKKAE9306700,TH106773,LAEM CHABANG,"LAEM CHABANG PORT , THAILAND",VN202098,"HoChiMinhCity Port, Vietnam","HoChiMinhCity Port, Vietnam",680911,Gyproc Classic SE 9x1210x2415mm.Im,"GYPROC CLASSIC SE
9X1210X2415MM.IM",GYPROC CLASSIC,Gyproc Classic
BKKAD4732400,TH106757,LAEM CHABANG THAILAND,"LAEM CHABANG,THAILAND",IN113908,"NHAVA SHEVA,INDIA",NHAVA SHEVA INDIA,848390,"""SHIPPER'S LOAD & COUNT SAID TO CONTAIN""
1X20' CONTAINER
TOTAL 40 PALLETS
METAL PART
1.PART NO.12-06322-E01, PART NAME.HUB
2.PART NO.13-08665-B00, PART NAME.PULLEY
3.PART NO.FP16-1153-THA00, PART NAME.K15B HUB
MACHINED
4.PART NO.FP16-1154-THA00, PART NAME.K15B
PULLEY MACHINED
5.PART NO.12-08388-A02, PART NAME.GD HUB
6.PART NO.13-10710-A00, PART NAME.GD PULLEY
7.PART NO.11-02259-A01, PART NAME.2UA-APD HUB
MACHINED
8.PART NO.13-10738-A00, PART NAME.PULLEY APD
9.PART NO.YE40763G01, PART NAME.RUBBER PAD
10.PART NO.YA022C948G02, PART NAME.STABILIZER
INVOICE NO.E2008022, E2008023, E2008024
H.S.CODE : 8483.90, 8431.31

CARGO VALUE : USD 73,658.72

""FREIGHT PREPAID""","TOTAL
METAL PART
PART NO.12-06322-E01, PART
NAME.HUB
PART NO.13-08665-B00, PART
NAME.PULLEY
PART NO.FP16-1153-THA00, PART
NAME.K15B HUB
MACHINED
PART NO.FP16-1154-THA00, PART
NAME.K15B
PULLEY MACHINED
PART NO.12-08388-A02, PART
NAME.GD HUB
PART NO.13-10710-A00, PART
NAME.GD PULLEY
PART NO.11-02259-A01, PART
NAME.2UA-APD HUB
MACHINED
PART NO.13-10738-A00, PART
NAME.PULLEY APD
PART NO.YE40763G01, PART
NAME.RUBBER PAD
PART NO.YA022C948G02, PART
NAME.STABILIZER
INVOICE NO.E2008022, E2008023,
E2008024
CARGO VALUE : USD 73,658.72",METAL PART,METAL PART
BKKAD4732400,TH106757,LAEM CHABANG THAILAND,"LAEM CHABANG,THAILAND",IN113908,"NHAVA SHEVA,INDIA",NHAVA SHEVA INDIA,848390,"""SHIPPER'S LOAD & COUNT SAID TO CONTAIN""
1X20' CONTAINER
TOTAL 40 PALLETS
METAL PART
1.PART NO.12-06322-E01, PART NAME.HUB
2.PART NO.13-08665-B00, PART NAME.PULLEY
3.PART NO.FP16-1153-THA00, PART NAME.K15B HUB
MACHINED
4.PART NO.FP16-1154-THA00, PART NAME.K15B
PULLEY MACHINED
5.PART NO.12-08388-A02, PART NAME.GD HUB
6.PART NO.13-10710-A00, PART NAME.GD PULLEY
7.PART NO.11-02259-A01, PART NAME.2UA-APD HUB
MACHINED
8.PART NO.13-10738-A00, PART NAME.PULLEY APD
9.PART NO.YE40763G01, PART NAME.RUBBER PAD
10.PART NO.YA022C948G02, PART NAME.STABILIZER
INVOICE NO.E2008022, E2008023, E2008024
H.S.CODE : 8483.90, 8431.31

CARGO VALUE : USD 73,658.72

""FREIGHT PREPAID""","TOTAL
METAL PART
PART NO.12-06322-E01, PART
NAME.HUB
PART NO.13-08665-B00, PART
NAME.PULLEY
PART NO.FP16-1153-THA00, PART
NAME.K15B HUB
MACHINED
PART NO.FP16-1154-THA00, PART
NAME.K15B
PULLEY MACHINED
PART NO.12-08388-A02, PART
NAME.GD HUB
PART NO.13-10710-A00, PART
NAME.GD PULLEY
PART NO.11-02259-A01, PART
NAME.2UA-APD HUB
MACHINED
PART NO.13-10738-A00, PART
NAME.PULLEY APD
PART NO.YE40763G01, PART
NAME.RUBBER PAD
PART NO.YA022C948G02, PART
NAME.STABILIZER
INVOICE NO.E2008022, E2008023,
E2008024
CARGO VALUE : USD 73,658.72",METAL PART,METAL PART
BKKAE6604500,TH107063,"LAT KRABANG, THAILAND","LAEM CHABANG, THAILAND",JP104458,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",732690,"WOODEN DRUMS

SHIPPER'S LOAD & COUNT/STC.
SHIPPER'S DESIRE TO STATE THAT

ELECTRIC CABLE
600V-AL-CVT 3CX150 mm2
YK 600V-AL-CVT 3CX150 mm2
YK 600V-AL-CVT 3CX250 mm2

INVOICE NO. YCR-20-10

H.S. CODE : 732690, 854449","WOODEN DRUMS
SHIPPER'S DESIRE TO STATE THAT
ELECTRIC CABLE
600V-AL-CVT 3CX150 MM2
YK 600V-AL-CVT 3CX150 MM2
YK 600V-AL-CVT 3CX250 MM2
INVOICE NO. YCR-20-10",ELECTRIC CABLE,ELECTRIC CABLE
LCBA15833700,TH107223,"LAEMCHABANG, THAILAND","LAEMCHABANG, THAILAND",ID103673,"JAKARTA, INDONESIA","JAKARTA, INDONESIA",391721,"NUMBER : 3917.21.00.00
POLYETHYLENE TUBE INSULATION
FRZ)","NUMBER : 3917.21.00.00
POLYETHYLENE TUBE INSULATION
FRZ)","THERMAFLEX POLYETHYLENE TUBE
INSULATION",THERMAFLEX POLYETHYLENE TUBE INSULATION
BKKAD3135700,TH107581,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",JP109628,"TOKYO, JAPAN","TOKYO, JAPAN",160414,"CANNED FOODS
""YAOKO"" BRAND
CANNED YELLOWFIN FLAKES IN OIL
3X15X70 G. EOE

CANNED SKIPJACK IN BROTH
3X15X70 G. EOE

HS CODE: 1604.14

EMPTY CARTONS
(NO COMMERCIAL VALUE)

""FREIGHT PREPAID""

SHIPPED ON BOARD ON AUG 10, 2020
AT LAEM CHABANG, THAILAND
BY ACX CRYSTAL V.228N","CANNED FOODS
YAOKO"" BRAND
CANNED YELLOWFIN FLAKES IN OIL
3X15X70 G. EOE
CANNED SKIPJACK IN BROTH
3X15X70 G. EOE
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10, 2020
AT LAEM CHABANG, THAILAND
BY ACX CRYSTAL V.228N",CANNED YELLOWFIN FLAKES IN OIL,CANNED YELLOWFIN FLAKES IN OIL
LCBA15619900,TH103952,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",JP204426,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",950662,"SPORTING GOODS
BASKETBALL
DODGEBALL
ACENTEC
AMFOOTBALL
VOLLEYBALL
SOFT VOLLEYBALL
HANDBALL
FOOTBALL
PAPER BOX

H.S.CODE
9506.62,4819.10","SPORTING GOODS
BASKETBALL
DODGEBALL
ACENTEC
AMFOOTBALL
VOLLEYBALL
SOFT VOLLEYBALL
HANDBALL
FOOTBALL
PAPER BOX",BASKETBALL,BASKETBALL
BKKAE5935400,TH101147,LAEM CHABANG,"LAEM CHABANG, THAILAND PORT",JP106250,"SHIMIZU, JAPANESE PORT","SHIMIZU, JAPANESE PORT",160529,"- RAW EBI-KATSU (FROZEN SHRIMP)
- SAMPLE OF EMPTY MASTER CARTON (SAMPLE FREE OF CHARGE)
DETAILS AS PER INVOICE NO.20/KCK0233
FREIGHT PREPAID
GOODS ARE STOWED IN REFRIGERATED CONTAINER AT MINUS 20 DEGREES CELSIUS.
SHIPPED ON BOARD : AUG. 10,2020 AT LAEM CHABANG THAILAND PORT BY ACX CRYSTAL 228N

""NOT WITHSTANDING THE PREPRINTED PROVISIONS IN THE BILL OF LADING, GOODS WILL ONLY BE
RELEASED AGAINST SURRENDER OF AN ORIGINAL BILL OF LADING, DULY ENDORSED IF

(H.S. CODE: 160529,481910) - - - -> NOT SHOW ON B/L
(CBM: 46.97)","RAW EBI-KATSU (FROZEN SHRIMP)
SAMPLE OF EMPTY MASTER CARTON
(SAMPLE FREE OF CHARGE)
DETAILS AS PER INVOICE
NO.20/KCK0233
GOODS ARE STOWED IN REFRIGERATED
CONTAINER AT MINUS 20 DEGREES
CELSIUS.
SHIPPED ON BOARD : AUG. 10,2020
AT LAEM CHABANG THAILAND PORT BY
ACX CRYSTAL 228N
NOT WITHSTANDING THE PREPRINTED
PROVISIONS IN THE BILL OF LADING,
GOODS WILL ONLY BE
RELEASED AGAINST SURRENDER OF AN,
DULY ENDORSED IF
( - - - -> (CBM: 46.97)",FROZEN SHRIMP,FROZEN SHRIMP
BKKAD1657700,TH104266,"LAT KRABANG,THAILAND","LAEM CHABANG,THAILAND",JP103041,"OSAKA, JAPAN","OSAKA, JAPAN",901832,"MEDICAL PRODUCTS
WINGED NEEDLE SET
PACK PSV SOFT (BLISTER)
PACK PSV HARD (WRAPPER)
PACK PSV SOFT (BLISTER)
PACK ST. PSV US (W/H)
PACK ST. PSV US (WO/H)
PACK ST. PSV HARD (WRAPPER)
PACK ST. PSV US (W/H)
ASSEMBLY PARTS FOR BLOOD TUBING SET
TRANSFER SET STPB TYPE
INFUSION SET
BLOOD TUBING SET
SYRINGE

INVOICE NO.205237A
INVOICE NO.205237C
INVOICE NO.205237E
INVOICE NO.205237F
INVOICE NO.205237I
INVOICE NO.205237K
INVOICE NO.200121
INVOICE NO.208021

HS.CODE : 9018.3200
HS.CODE : 9018.9020
HS.CODE : 9018.3990
HS.CODE : 9018.3110","MEDICAL PRODUCTS
WINGED NEEDLE SET
PACK PSV SOFT (BLISTER)
PACK PSV HARD (WRAPPER)
PACK PSV SOFT (BLISTER)
PACK ST. PSV US (W/H)
PACK ST. PSV US (WO/H)
PACK ST. PSV HARD (WRAPPER)
PACK ST. PSV US (W/H)
ASSEMBLY PARTS FOR BLOOD TUBING
SET
TRANSFER SET STPB TYPE
INFUSION SET
BLOOD TUBING SET
SYRINGE
INVOICE NO.205237A
INVOICE NO.205237C
INVOICE NO.205237E
INVOICE NO.205237F
INVOICE NO.205237I
INVOICE NO
INVOICE NO.200121
INVOICE NO.208021",WINGED NEEDLE SET,WINGED NEEDLE SET
SGZA05481800,TH103330,SONGKHLA,SONGKHLA,AU204030,"MELBOURNE, VIC","MELBOURNE, VIC",,"CONTAINER SAID TO CONTAIN
TOTAL 2,730 CARTONS

1X2O FT
CANNED FOOD
PRODUCT OF THAILAND
PACKED CARTONS OF 48 CANS
X 125 GMS.

1,365 CARTONS
(1)ESSENTIALS SARDINE IN
SPRING WATER CLUB CAN
N.W. 8,190.00 KGM.
G.W. 11,875.50 KGM.

(TOTAL NUMBER OF PACKAGE
ONE TWENTY FT.CONTAINER
ONLY)
ACTUAL SHIPPER:
SIAM TIN FOOD PRODUCTS

CONTAINER SAID TO CONTAIN
TOTAL 4,880 CARTONS

588 CTN
WOOLWORTHS BRAND CANNED

TUNA SKIPJACK LEMON PEPPER
(PART#827211) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

1,470 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK SWEET CHILLI
(PART#827218) 24 X 95 G.
GW.4,468.80 KGS. 7.17 CBM.

588 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK TOMATO &
ONION
(PART#827217) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

588 CTN
WOOLWORTHS BRAND CANNED

2 OF 4
TUNA SKIPJACK CHILLI
(PART#476702) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

294 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK MEXICAN
STYLE
(PART#476705) 24 X 95 G.
GW, 893.76 KGS. 1.43 CBM.

1,352 CTN
ESSENTIALS BRAND CANNED
TUNA SKIPJACK CHUNKS IN
SPRINGWATER
(PART#178887) 24 X 185 G.
GW.7,395.44 KGS.
10.51 CBM.

WW ORDER 47282611

TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V. 033S
ACTUAL SHIPPER:
TROPICAL CANNING
(THAILAND) PUBLIC

CONTAINER SAID TO CONTAIN
TOTAL 3,200 CARTONS

SER2010266 P.O. NO.32168
2,240 CARTONS
DEEP COVE BRAND
CANNED MACKEREL IN NATURAL
MACKEREL OIL
(PART# 80721) 12X425G
G.W. 13,440.00 KGS
N.W. 11,424.00 KGS
18.59 CBM

960 CARTONS
DEEP COVE BRAND
CANNED MACKEREL IN TOMATO
SAUCE
(PART# 80720) 12X425G

3 OF 4
G.W. 5,760.00 KGS
N.W. 4,896.00 KGS
7.97 CBM

WOOLWORTHS NO. 47237254

PRODUCT OF THAILAND

TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V.033S
ACTUAS SHIPPER:
PATTANI FOOD INDUSTRIES
CO., LTD.
ALL MENTIONED CONTAINERS
SHIPPER'S LOAD, COUNT AND
SEAL","CONTAINER
TOTAL
1X2O FT
CANNED FOOD
PRODUCT OF THAILAND
PACKED CARTONS
X 125 GMS.
(1)ESSENTIALS SARDINE IN
SPRING WATER CLUB CAN
(TOTAL NUMBER OF PACKAGE
ONE TWENTY FT.CONTAINER
ONLY)
ACTUAL SHIPPER:
SIAM TIN FOOD PRODUCTS
CONTAINER
TOTAL
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK LEMON PEPPER
(PART#827211) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK SWEET CHILLI
(PART#827218) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK TOMATO &
ONION
(PART#827217) 24 X 95 G.
WOOLWORTHS BRAND CANNED
2 OF 4
TUNA SKIPJACK CHILLI
(PART#476702) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK MEXICAN
STYLE
(PART#476705) 24 X 95 G.
ESSENTIALS BRAND CANNED
TUNA SKIPJACK CHUNKS IN
SPRINGWATER
(PART#178887) 24 X 185 G.
WW ORDER 47282611
TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V. 033S
ACTUAL SHIPPER:
TROPICAL CANNING
(THAILAND) PUBLIC
CONTAINER
TOTAL
SER2010266 P.O. NO.32168
DEEP COVE BRAND
CANNED MACKEREL IN NATURAL
MACKEREL OIL
(PART# 80721) 12X425G
DEEP COVE BRAND
CANNED MACKEREL IN TOMATO
SAUCE
(PART# 80720) 12X425G
3 OF 4
WOOLWORTPRODUCT OF THAILAND
TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V.033S
ACTUAS SHIPPER:
PATTANI FOOD INDUSTRIES
CO., LTD.
ALL MENTIONED CONTAINERS",CANNED FOOD,CANNED FOOD
